name,year,duration,genre,rating,votes,director,actor_1,actor_2,actor_3
tezaab,1988,173,Action,7,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
tezaab,1988,173,Drama,7,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
tezaab,1988,173,Romance,7,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
tezz,2012,121,Action,3.9,2254,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
tezz,2012,121,Crime,3.9,2254,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
tezz,2012,121,Drama,3.9,2254,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal
thackeray,2019,120,Biography,5.2,3005,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar
thackeray,2019,120,Drama,5.2,3005,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar
thakshak,1999,163,Action,5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
thakshak,1999,163,Crime,5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
thakshak,1999,163,Drama,5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri
thamizhan,2002,162,Action,5.7,1633,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
thamizhan,2002,162,Drama,5.7,1633,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar
thanedaar,1990,151,Action,5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
thanedaar,1990,151,Crime,5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
thanedaar,1990,151,Drama,5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada
thanga magan,1983,141,Action,6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
thanga magan,1983,141,Drama,6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima
thank you,2011,125,Comedy,4.7,5433,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol
thanks maa,2009,120,Crime,7.9,698,Irfan Kamal,Master Shams,Master Salman,Master Jaffer
thanks maa,2009,120,Drama,7.9,698,Irfan Kamal,Master Shams,Master Salman,Master Jaffer
thappad,2020,142,Drama,6.8,15063,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra
that girl in yellow boots,2010,103,Crime,6.7,3608,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
that girl in yellow boots,2010,103,Drama,6.7,3608,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
that girl in yellow boots,2010,103,Mystery,6.7,3608,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
that's what it's all about the journey of prem ratan dhan payo,2016,65,Documentary,4.2,10,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal
thavasi,2001,165,Action,4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu
thavasi,2001,165,Comedy,4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu
thavasi,2001,165,Drama,4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu
thayillamal nannilai,1979,135,Action,6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth
thayillamal nannilai,1979,135,Drama,6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth
the accidental prime minister,2019,112,Biography,6,6373,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert
the accidental prime minister,2019,112,Drama,6,6373,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert
the angrez,2005,110,Comedy,7.3,425,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada
the angrez 2,2015,99,Action,7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
the angrez 2,2015,99,Comedy,7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
the announcement of war,1989,149,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh
the arms drop,2014,94,Documentary,6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
the arms drop,2014,94,Biography,6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
the arms drop,2014,94,Drama,6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
the attacks of 26/11,2013,116,Action,6.9,4752,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
the attacks of 26/11,2013,116,Crime,6.9,4752,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
the attacks of 26/11,2013,116,Drama,6.9,4752,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
the bfg,2016,117,Adventure,6.4,79642,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
the bfg,2016,117,Family,6.4,79642,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
the bfg,2016,117,Fantasy,6.4,79642,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
the big bull,2021,153,Biography,6.1,11536,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
the big bull,2021,153,Crime,6.1,11536,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
the big bull,2021,153,Drama,6.1,11536,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
the blue umbrella,2005,90,Comedy,7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
the blue umbrella,2005,90,Drama,7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
the blue umbrella,2005,90,Family,7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
the blueberry hunt,2016,110,Action,5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra
the blueberry hunt,2016,110,Thriller,5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra
the body,2019,101,Mystery,5.4,2965,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala
the body,2019,101,Thriller,5.4,2965,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala
the brawler,2017,154,Action,8,6847,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain
the brawler,2017,154,Drama,8,6847,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain
the brawler,2017,154,Sport,8,6847,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain
the bright day,2013,90,Drama,5.9,126,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor
the burning train,1980,142,Action,6.8,1442,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra
the burning train,1980,142,Thriller,6.8,1442,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra
the chess players,1977,129,Comedy,7.6,3316,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi
the chess players,1977,129,Drama,7.6,3316,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi
the chess players,1977,129,History,7.6,3316,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi
the churning,1976,134,Drama,7.7,540,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah
the court dancer raj narkati,1941,144,Drama,6.4,19,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta
the darjeeling limited,2007,91,Adventure,7.2,185127,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman
the darjeeling limited,2007,91,Comedy,7.2,185127,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman
the darjeeling limited,2007,91,Drama,7.2,185127,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman
the dark side of life mumbai city,2018,125,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul
the deceivers,1988,102,Adventure,6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
the deceivers,1988,102,Crime,6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
the deceivers,1988,102,Drama,6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
the dirty mms,2014,93,Drama,2.4,18,Sudhir Pillai,Rakesh,Sudhir,Gunj
the dirty picture,2011,144,Biography,6.6,8931,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
the dirty picture,2011,144,Comedy,6.6,8931,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
the dirty picture,2011,144,Drama,6.6,8931,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
the dirty relation,2013,121,Thriller,3.6,12,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu
the don,1995,135,Crime,6,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj
the don,1995,135,Drama,6,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj
the dream job,2017,138,Drama,6,14,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare
the elder one,2019,125,Action,7.5,1707,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu
the elder one,2019,125,Crime,7.5,1707,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu
the elder one,2019,125,Drama,7.5,1707,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu
the fakir of venice,2009,87,Drama,5.1,265,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika
the fiancee,1953,151,Drama,6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran
the fiancee,1953,151,Romance,6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran
the film,2005,144,Crime,6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
the film,2005,144,Drama,6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
the film,2005,144,Mystery,6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
the film emotional atyachar,2010,87,Comedy,6,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
the film emotional atyachar,2010,87,Crime,6,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
the film emotional atyachar,2010,87,Drama,6,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
the film love.com... the ultimate killing site,2010,92,Action,3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
the film love.com... the ultimate killing site,2010,92,Crime,3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
the film love.com... the ultimate killing site,2010,92,Drama,3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
the final exit,2017,119,Horror,6.2,41,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan
the firm land,2008,95,Drama,5.4,13,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala
the flip side a truth that could not reach you,2015,48,Documentary,9.2,97,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu
the forest,2009,88,Drama,5,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
the forest,2009,88,Horror,5,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
the forest,2009,88,Thriller,5,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
the gentleman,1994,161,Action,5.2,192,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal
the gentleman,1994,161,Drama,5.2,192,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal
the ghazi attack,2017,116,Action,7.6,12367,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
the ghazi attack,2017,116,Thriller,7.6,12367,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
the ghazi attack,2017,116,War,7.6,12367,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
the girl on the train,2021,120,Crime,4.4,7312,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
the girl on the train,2021,120,Drama,4.4,7312,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
the girl on the train,2021,120,Mystery,4.4,7312,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
the goa run,2014,112,Action,7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington
the goa run,2014,112,Crime,7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington
the goa run,2014,112,Romance,7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington
the good road,2013,92,Drama,6.1,532,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia
the great gambler,1979,105,Action,6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh
the great gambler,1979,105,Crime,6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh
the great gambler,1979,105,Romance,6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh
the great indian butterfly,2007,110,Drama,6.2,179,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie
the great indian escape,2019,117,Adventure,7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur
the great indian escape,2019,117,Biography,7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur
the great indian escape,2019,117,Drama,7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur
the grey,2020,90,Drama,6.5,60,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta
the grey,2020,90,Mystery,6.5,60,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta
the hero of color city,2014,77,Animation,4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez
the hero of color city,2014,77,Adventure,4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez
the hero of color city,2014,77,Family,4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez
the hero love story of a spy,2003,160,Action,5.3,2133,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
the hero love story of a spy,2003,160,Adventure,5.3,2133,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
the hero love story of a spy,2003,160,Drama,5.3,2133,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
the hidden strike,2020,100,War,3.5,41,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma
the himalayan diaries,2019,80,Comedy,8,9,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot
the himalayan diaries,2019,80,Romance,8,9,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot
the holy fish,2017,89,Drama,7.2,16,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed
the house next door,2017,137,Horror,6.8,2139,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah
the hundred bucks,2020,102,Drama,6.8,10,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara
the hundred-foot journey,2014,122,Comedy,7.3,78340,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal
the hundred-foot journey,2014,122,Drama,7.3,78340,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal
the hungry,2017,100,Drama,7.2,894,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi
the idiotmaker's gravity tour,2011,106,Comedy,6.4,27,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair
the idiotmaker's gravity tour,2011,106,Drama,6.4,27,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair
the impossible murder,2010,82,Mystery,6.4,34,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar
the jinx,2017,118,Thriller,6,12,Prince,Kanak Pandey,Rajesh Raja,Aditi Singh
the journey of karma,2018,98,Drama,6.6,89,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar
the journey weekend night,2020,122,Thriller,6.1,7,Shaik Khaja Hussain,Yash Agarwal,Imran Ali,Arti Gaikwad
the killer,2006,117,Action,4.7,1069,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
the killer,2006,117,Crime,4.7,1069,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
the killer,2006,117,Drama,4.7,1069,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
the last color,2019,90,Drama,7.9,778,Vikas Khanna,Anuj Tyagi,Vajid Ali,Ankita
the last tale of kayenaat,2016,140,Thriller,5.9,22,Iqbal Baksh,Vani Vashishth,Zeeshan Khan,Aman Sandhu
the lastbenchers,2014,147,Biography,7.3,29,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule
the lastbenchers,2014,147,Comedy,7.3,29,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule
the lastbenchers,2014,147,Drama,7.3,29,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule
the legend of bhagat singh,2002,155,Action,8.1,15250,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
the legend of bhagat singh,2002,155,Biography,8.1,15250,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
the legend of bhagat singh,2002,155,Drama,8.1,15250,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
the legend of drona,2008,138,Action,2,2442,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan
the legend of drona,2008,138,Adventure,2,2442,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan
the legend of drona,2008,138,Fantasy,2,2442,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan
the lift boy,2019,107,Comedy,7.2,2375,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale
the lift boy,2019,107,Drama,7.2,2375,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale
the light of the world,1931,124,Drama,6.2,112,Ardeshir Irani,Master Vithal,Zubeida,Jillo
the light of the world,1931,124,Fantasy,6.2,112,Ardeshir Irani,Master Vithal,Zubeida,Jillo
the light swami vivekananda,2013,117,Biography,7.8,10,J. Misra,Utpal Sinha,Deep Bhattacharya,Gargi Roy Chowdhury
the light swami vivekananda,2013,117,History,7.8,10,J. Misra,Utpal Sinha,Deep Bhattacharya,Gargi Roy Chowdhury
the lost salesman of delhi,2014,97,Adventure,7.9,39,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti
the lost salesman of delhi,2014,97,Drama,7.9,39,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti
the lost salesman of delhi,2014,97,Mystery,7.9,39,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti
the lovers,2015,109,Action,4.6,3105,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton
the lovers,2015,109,Adventure,4.6,3105,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton
the lovers,2015,109,Romance,4.6,3105,Roland Joffé,Josh Hartnett,Bipasha Basu,Tamsin Egerton
the lunchbox,2013,104,Drama,7.8,52120,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
the lunchbox,2013,104,Romance,7.8,52120,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
the monster,1994,132,Comedy,4.4,252,Shyam Ramsay,Tulsi Ramsay,Karan Shah,Archana Puran Singh
the monster,1994,132,Horror,4.4,252,Shyam Ramsay,Tulsi Ramsay,Karan Shah,Archana Puran Singh
the morning breeze,1995,89,Drama,7,243,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Seema Kelkar
the murderer hamilton palace,2011,108,Action,4,10,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor
the murderer hamilton palace,2011,108,Mystery,4,10,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor
the mystic masseur,2001,117,Comedy,5.8,439,Ismail Merchant,Om Puri,James Fox,Aasif Mandvi
the mystic masseur,2001,117,Drama,5.8,439,Ismail Merchant,Om Puri,James Fox,Aasif Mandvi
the naxalites,1980,141,Drama,6.4,17,Khwaja Ahmad Abbas,Jalal Agha,Saleem Christopher Agha,Shehnaz Anand
the other end of the line,2007,106,Comedy,6.2,5868,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher
the other end of the line,2007,106,Drama,6.2,5868,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher
the other end of the line,2007,106,Family,6.2,5868,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher
the other side of the door,2016,96,Horror,5.3,17337,Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky
the past,2018,120,Drama,3.5,164,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
the past,2018,120,Horror,3.5,164,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
the perfect girl,2015,97,Romance,5.7,123,Prakash Nambiar,Teeshay,Tara-Alisha Berry,Shalaka Apte
the pickup artist,2019,111,Crime,8.7,85,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan
the pickup artist,2019,111,Mystery,8.7,85,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan
the pickup artist,2019,111,Thriller,8.7,85,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan
the power,2021,154,Action,5.7,1544,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
the power,2021,154,Crime,5.7,1544,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
the power,2021,154,Drama,5.7,1544,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
the president is coming,2009,90,Comedy,6.8,640,Kunaal Roy Kapur,Konkona Sen Sharma,Shernaz Patel,Shivani Tanksale
the prince of light,2000,97,Animation,6.8,84,Yûgô Sakô,Bryan Cranston,Edie Mirman,Tom Wyner
the prince of light,2000,97,Drama,6.8,84,Yûgô Sakô,Bryan Cranston,Edie Mirman,Tom Wyner
the prince of light,2000,97,Adventure,6.8,84,Yûgô Sakô,Bryan Cranston,Edie Mirman,Tom Wyner
the princess and the hunter,1935,164,Action,4.5,22,Homi Wadia,Fearless Nadia,Sharifa,Gulshan
the princess and the hunter,1935,164,Adventure,4.5,22,Homi Wadia,Fearless Nadia,Sharifa,Gulshan
the pushkar lodge,2020,115,Drama,8.6,14,Vijay Suthar,Anil Chahar,Sachin Chaudhary,Yashvi Chhabra
the rally,2017,130,Action,7.3,249,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra
the rally,2017,130,Drama,7.3,249,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra
the rally,2017,130,Romance,7.3,249,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra
the reluctant crime,2020,113,Drama,9.4,16,Arvind Pratap,Dharmendra Ahir,Awanish Kotnal,Rakhi Mansha
the revenge geeta mera naam,2000,108,Action,2.9,15,Dilip Gulati,Dharmendra,Kalyani Thakkar,Durgesh Nandini
the royal bengal tiger,2014,110,Thriller,6.9,793,Rajesh Ganguly,Jeet,Abir Chatterjee,Priyanka Sarkar
the savage princess,1952,101,Action,7,280,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
the savage princess,1952,101,Adventure,7,280,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
the savage princess,1952,101,Drama,7,280,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
the second best exotic marigold hotel,2015,122,Comedy,6.6,32007,John Madden,Judi Dench,Maggie Smith,Bill Nighy
the second best exotic marigold hotel,2015,122,Drama,6.6,32007,John Madden,Judi Dench,Maggie Smith,Bill Nighy
the second best exotic marigold hotel,2015,122,Romance,6.6,32007,John Madden,Judi Dench,Maggie Smith,Bill Nighy
the seventh horse of the sun,1992,130,Drama,8,814,Shyam Benegal,Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed
the seventh horse of the sun,1992,130,Romance,8,814,Shyam Benegal,Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed
the shaukeens,2014,124,Comedy,4.9,2906,Abhishek Sharma,Akshay Kumar,Lisa Haydon,Anupam Kher
the shepherdess and the seven songs,2020,96,Drama,6.7,87,Pushpendra Singh,Shahnawaz Bhat,Sadakkit Bijran,Ranjit Khajuria
the sholay girl,2019,106,Action,7.7,92,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal,Vineet Raina
the sholay girl,2019,106,Biography,7.7,92,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal,Vineet Raina
the sholay girl,2019,106,Drama,7.7,92,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal,Vineet Raina
the silence,2015,91,Drama,7.3,293,Gajendra Ahire,Sonam Arora,Mugdha Chaphekar,Mihiresh Joshi
the silent heroes,2015,115,Adventure,6.4,64,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
the silent heroes,2015,115,Drama,6.4,64,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
the silent heroes,2015,115,Family,6.4,64,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
the skies have bowed,1968,160,Comedy,6.8,157,Lekh Tandon,Rajendra Kumar,Saira Banu,Rajendranath Malhotra
the skies have bowed,1968,160,Romance,6.8,157,Lekh Tandon,Rajendra Kumar,Saira Banu,Rajendranath Malhotra
the sky is pink,2019,143,Drama,7.6,7683,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim
the sky is pink,2019,143,Romance,7.6,7683,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim
the song of scorpions,2017,119,Drama,5.9,294,Anup Singh,Golshifteh Farahani,Irrfan Khan,Waheeda Rehman
the spectacular jihad of taz rahim,2015,128,Comedy,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
the spectacular jihad of taz rahim,2015,128,Crime,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
the spectacular jihad of taz rahim,2015,128,Drama,5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
the square circle,1996,107,Drama,7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz
the square circle,1996,107,Music,7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz
